LABORATORIO,PROVEEDOR,CUM,DESCRIPCION,PRECIO,CUM2,IVA,PRINCIPIO ACTIVO,REGULADOS,reg invima
TECNOQUIMICAS,TECNOQUIMICAS,0,N-ACETILCISTEINA MK 600MG SOB,"$1,492",,0,ACETILCISTEINA 600 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NAPROXENO SODICO MK 125MG/5ML,"$8,616",,0,NAPROXENO SODICO 125 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NEBIVOLOL MK 5MG,$745,,0,NEBIVOLOL CLORHIDRATO 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NIMODIPINO MK 30MG INST,$304,,0,NIMODIPINO 30 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NITAZOXANIDA MK 100MG/5ML,"$24,807",,0,NITAZOXANIDA 100 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NITAZOXANIDA MK 500MG,"$1,355",,0,NITAZOXANIDA 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NITROFURANTOINA MK 100MG,$392,,0,NITROFURANTOINA MACROCRISTALES 100 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORFLOXACINA MK 400MG,$378,,0,NORFLOXACINA 400 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OLMESARTAN MK 20MG,$404,,0,OLMESARTAN 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OLMESARTAN MK 40MG,$709,,0,OLMESARTAN 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OMEPRAZOL MK 20MG,$315,,0,OMEPRAZOL 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OXIMETAZOLINA MK 0.025 INST,"$4,494",,0,"OXIMETAZOLINA CLORHIDRATO 0,25 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OXIMETAZOLINA MK 0.05 INST,"$4,494",,0,"OXIMETAZOLINA CLORHIDRATO 0,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PANCREATINA 170MG + SIMETICONA 80MG MK,"$1,326",,0,PANCREATINA + SIMETICONA 170 MG + 80 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PANTOPRAZOL MK 20 MG,$519,,0,PANTOPRAZOL SODICO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PANTOPRAZOL MK 40 MG,$456,,0,PANTOPRAZOL SODICO 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PAROXETINA MK 20MG,$723,,0,PAROXETINA CLORHIDRATO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PENTOXIFILINA MK 400MG,"$1,288",,0,PENTOXIFILINA 400 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PIRACETAM MK 800MG,$346,,0,PIRACETAM 800 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PIRANTEL PAMOATO MK 250MG/5ML,"$2,703",,0,PIRANTEL PAMOATO 250 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PIROXICAM MK 20MG,$211,,0,PIROXICAM 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREDNISOLONA MK 1MG UVA,"$38,186",,0,PREDNISOLONA SODIO FOSFATO 1 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREDNISOLONA MK 5MG INST.,$111,,0,PREDNISOLONA 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREDNISONA MK 50MG INST,$798,,0,PREDNISONA 50 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREGABALINA MK 150MG,$578,,0,PREGABALINA 150 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREGABALINA MK 300MG,$932,,0,PREGABALINA 300 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PREGABALINA MK 75MG,$406,,0,PREGABALINA 75 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PROPRANOLOL MK 40MG INST,$74,,0,PROPRANOLOL CLORHIDRATO 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,PROPRANOLOL MK 80MG INST,$111,,0,PROPRANOLOL CLORHIDRATO 80 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,QUETIAPINA MK 100MG INST,$478,,0,QUETIAPINA FUMARATO 100 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,QUETIAPINA MK 200MG INST,$773,,0,QUETIAPINA FUMARATO 200 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,QUETIAPINA MK 25MG INST,$179,,0,QUETIAPINA FUMARATO 25 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,QUETIAPINA MK 300MG INST,"$1,184",,0,QUETIAPINA FUMARATO 300 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,QUINAPRIL MK 20MG INST,$844,,0,QUINAPRIL CLORHIDRATO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,RIFAMICINA SPRAY MK INST,"$11,239",,0,RIFAMICINA SODICA 1 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,RIFAMPICINA MK 300MG,"$1,863",,0,RIFAMPICINA 300 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,RISPERIDONA MK 1MG,$199,,0,RISPERIDONA 1 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,RISPERIDONA MK 2MG,$352,,0,RISPERIDONA 2 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,RISPERIDONA MK 3MG,$498,,0,RISPERIDONA 3 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ROSUVASTATINA MK 10MG,"$1,240",,0,ROSUVASTATINA CALCICA 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ROSUVASTATINA MK 20MG,"$3,685",,0,ROSUVASTATINA CALCICA 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ROSUVASTATINA MK 40 MG,"$3,312",,0,ROSUVASTATINA CALCICA 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SALBUTAMOL MK 100MCG/DOSIS,"$13,910",,0,SALBUTAMOL SULFATO 100 MCG/DOSIS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SECNIDAZOL MK 1GR,"$2,729",,0,SECNIDAZOL 1 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SECNIDAZOL MK 500MG INST,"$1,176",,0,SECNIDAZOL 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SERTRALINA MK 100MG,$444,,0,SERTRALINA CLORHIDRATO 100 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SERTRALINA MK 50MG INST,$227,,0,SERTRALINA CLORHIDRATO 50 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SILDENAFIL MK 100MG,"$7,597",,0,SILDENAFIL CITRATO 100 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SILDENAFIL MK 50MG,"$2,330",,0,SILDENAFIL CITRATO 50 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,SULTAMICILINA MK 375MG,"$2,808",,0,SULTAMICILINA TOSILATO 375 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TADALAFIL MK 20MG,"$7,615",,0,TADALAFILO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TADALAFILO MK 5MG,"$1,803",,0,TADALAFILO 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TELMISARTAN MK 40MG,$234,,0,TELMISARTAN 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TELMISARTAN MK 80MG,$448,,0,TELMISARTAN 80 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TERBINAFINA MK 250MG,"$2,564",,0,TERBINAFINA CLORHIDRATO 250 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TINIDAZOL MK 500MG,$310,,0,TINIDAZOL 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRAMADOL 37.5MG + ACETAMINOFEN 325MG MK INST,$253,,0,"ACETAMINOFEN + TRAMADOL CLORHIDRATO 37,5 MG + 325 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRAMADOL HCI MK 100MG/ML,"$8,560",,0,TRAMADOL CLORHIDRATO 100 MG/ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRAMADOL MK 50MG,$322,,0,TRAMADOL CLORHIDRATO 50 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMEBUTINA 200MG + SIMETICONA 120MG MK,$845,,0,TRIMEBUTINA + SIMETICONA 200 MG + 120 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMEBUTINA MK 300MG TAB INST,$982,,0,TRIMEBUTINA MALEATO 300 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMEBUTINA MK 200MG,$543,,0,TRIMEBUTINA MALEATO 200 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMETOPRIM-SULFA F MK 160/800MG,$297,,0,TRIMETOPRIM + SULFAMETOXAZOL 160 MG/800 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMETOPRIM-SULFA MK 40-200MG/5ML,"$3,531",,0,TRIMETOPRIM + SULFAMETOXAZOL 40 + 200 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TRIMETOPRIM-SULFA MK 80/400MG,$203,,0,TRIMETOPRIM + SULFAMETOXAZOL 80 MG + 400 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALACICLOVIR MK 1GR,"$5,635",,0,VALACICLOVIR CLORHIDRATO HIDRATO 1 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALACICLOVIR MK 500MG,"$3,938",,0,VALACICLOVIR CLORHIDRATO HIDRATO 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALSARTAN 160MG + AMLODIPINO 10MG MK,$823,,0,VALSARTAN + AMLODIPINO BESILATO 160 MG + 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALSARTAN 160MG + AMLODIPINO 5MG MK,"$1,053",,0,VALSARTAN + AMLODIPINO BESILATO 160 MG + 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"VALSARTAN 160MG + HIDROCLOROTIAZIDA 12,5MG MK",$780,,0,"VALSARTAN + HIDROCLOROTIAZIDA 160 MG + 12,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"VALSARTAN 80MG + HIDROCLOROTIAZIDA 12,5MG MK",$385,,0,"VALSARTAN + HIDROCLOROTIAZIDA 80 MG/12,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALSARTAN 80MG + AMLODIPINO 5MG MK,$239,,0,VALSARTAN + AMLODIPINO BESILATO 80 MG + 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALSARTAN MK 160MG,$706,,0,VALSARTAN 160 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VALSARTAN MK 80MG,$338,,0,VALSARTAN 80 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VENLAFAXINA MK 150MG,$996,,0,VENLAFAXINA CLORHIDRATO 150 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VENLAFAXINA MK 75MG,$786,,0,VENLAFAXINA CLORHIDRATO 75 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VERAPAMILO MK 120MG INST,$165,,0,VERAPAMILO CLORHIDRATO 120 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VERAPAMILO MK 80MG INST,$118,,0,VERAPAMILO CLORHIDRATO 80 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VITA C MK 100MG GOTAS FRESA,"$11,235",,0,ACIDO ASCORBICO 100 MG/ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WARFARINA MK 5MG INST,$210,,0,WARFARINA SODICA 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ZOLPIDEM MK 10MG,$443,,0,ZOLPIDEM HEMITARTRATO 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ZOPICLONA MK 7.5MG,$222,,0,"ZOPICLONA 7,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CLOTRIMAZOL MK 500MG,"$12,000",,0,CLOTRIMAZOL 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BRIMOFTAL EPS/IPS,"$8,585",,0,BRIMONIDINA TARTRATO 2 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WASSERTROL® EPS/IPS,"$2,380",,0,"POLIMIXINA B SULFATO + NEOMICINA SULFATO + DEXAMETASONA 6000 UI + 3,5 MG + 1 MG SUSPENSION OFTALMICA",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TIMOLOL MK GOTAS 0.5 PORC EPS/IPS,"$3,061",,0,TIMOLOL MALEATO 5 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,DORZOLOL 2% / 0.5%PF,"$16,823",,0,DORZOLAMIDA CLORHIDRATO + TIMOLOL MALEATO 20 MG + 5 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CORTIOFTAL® 1% INSTITUCIONAL,"$4,204",,0,PREDNISOLONA ACETATO 10 MG SUSPENSION OFTALMICA ESTERIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CORTIOFTAL® F INSTITUCIONAL,"$4,462",,0,"PREDNISOLONA ACETATO + FENILEFRINA CLORHIDRATO 10 MG + 1,2 MG/ML SUSPENSION OFTALMICA",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OFTAMOX® D,"$10,919",,0,MOXIFLOXACINA CLORHIDRATO + DEXAMETASONA SODIO FOSFATO 5 MG + 1 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NEPAOFTAL® 0.1%,"$32,633",,0,NEPAFENACO 1 MG SUSPENSION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WASSERTROL® UNGUENTO EPS/IPS,"$9,566",,0,"POLIMIXINA B + NEOMICINA + DEXAMETASONA 6000 UI + 3,5 MG + 1 MG UNGÜENTO OFTALMICO",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,GENTAMICINA® MK 0.3%,"$2,902",,0,GENTAMICINA SULFATO 3 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OLOFTAL® 0.2%,"$7,370",,0,OLOPATADINA CLORHIDRATO 2 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"TOTAL COMFORT® 0,5% EPS/IPS","$4,171",,0,POLIVINILPIRROLIDONA 5 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CARMELUB® TEARS 5MG,"$4,851",,0,CARBOXIMETILCELULOSA SODICA 5 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TOBRAOFTAL® D,"$8,204",,0,TOBRAMICINA + DEXAMETASONA 3 MG + 1 MG SUSPENSION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"HIPROLUB® 0,3% INSTITUCIONAL","$4,481",,0,HIDROXIPROPILMETILCELULOSA 3 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OXYOFTAL®,"$16,641",,0,"OXITETRACICLINA CLORHIDRATO + POLIMIXINA B SULFATO 5 MG + 10,000 UI/GR UNGÜENTO OFTALMICO",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,KETOFTAL MK 0.025%,"$4,990",,0,"KETOTIFENO FUMARATO 0,25 MG/ML SOLUCION OFTALMICA",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,GLICOLUB ULTRA SOL,"$20,330",,0,POLIETILENGLICOL + PROPILENGLICOL 4 MG + 3 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,HIALUB 0.4PORC,"$24,610",,0,HIALURONATO DE SODIO 4 MG SOLUCION OFTALMICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BRIMOLOL MK 2MG + 5MG,"$20,341",,0,BRIMONIDINA TARTRATO + MALEATO TIMOLOL 2 MG + 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"OFTAMOX MK 0,5%","$6,256",,0,MOXIFLOXACINA CLORHIDRATO 5 MG/1ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CARMELUB TEARS GEL,"$11,005",,0,CARBOXIMETILCELULOSA SODICA 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,DORZOLOL 20MG GOT INST,"$8,332",,0,DORZOLAMIDA CLOHIDRATO + TIMOLOL MALEATO 20 MG + 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,DORZOLAM 20MG GOT INST,"$14,631",,0,DORZOLAMIDA CLORHIDRATO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,DORZOLAM PF 2%,"$16,861",,0,DORZOLAMIDA CLORHIDRATO 20 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OFTAPREDNOL MAX 0.5%,"$9,050",,0,LOTEPREDNOL ETABONATO 5 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,OFTAPREDNOL 0.2%,"$26,667",,0,LOTEPREDNOL ETABONATO 2 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"TOBRAOFTAL 0,3%","$5,739",,0,TOBRAMICINA 3 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ACID-NESS MK,"$7,875",,0,"ACETATO DE ALUMINIO HIDROXIDO 0,059 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ACID-NESS MK,"$20,000",,0,"ACETATO DE ALUMINIO HIDROXIDO 0,059 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CLOTRIMAZOL MK 1%,"$12,856",,0,CLOTRIMAZOL 1 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CREMA N. 4 ORIGINAL,"$24,244",,0,OXIDO DE ZINC 10 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CREMA No.4 MEDICADA,"$16,921",,0,"OXIDO DE ZINC + NISTATINA 20 GR + 10,000,000 UI",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CREMA No.4 MEDICADA,"$10,991",,0,"OXIDO DE ZINC + NISTATINA 20 GR + 10,000,000 UI",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CREMA No.4 NATURAL,"$18,900",,19,OXIDO DE ZINC + ACEITE DE CALENDULA 25% + 1%,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,MINOXIDIL FORTE 5%,"$44,386",,0,MINOXIDIL 5 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,MINOXIDIL MK 2%,"$20,602",,0,MINOXIDIL 2 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ANTIACIDO DOSS MK INST,"$21,799",,0,"ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO + SIMETICONA 8 GR + 8 GR + 0,6 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ANTIACIDO MK INST,"$17,417",,0,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO + SIMETICONA 200 MG + 200 MG + 20 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ANTIACIDO MK INST,"$9,328",,0,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO + SIMETICONA 200 MG + 200 MG + 20 MG/5 ML,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,GASTROFAST ADVANCE,"$47,324",,0,ALGINATO DE SODIO + MAGALDRATO + SIMETICONA + BICARBONATO DE SODIO 5 GR + 8 GR + 1.20 GR + 2.67 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,GASTROFAST ADVANCE,"$1,998",,0,ALGINATO DE SODIO + MAGALDRATO + SIMETICONA + BICARBONATO DE SODIO 5 GR + 8 GR + 1.20 GR + 2.67 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,MAGNESIA MK SUSPENSION INST,"$4,681",,0,"HIDROXIDO DE MAGNESIO 8,5 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,MAGNESIA MK SUSPENSION INST,"$13,999",,0,"HIDROXIDO DE MAGNESIO 8,5 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BIOCALCIUM PLUS MK,"$1,131",,0,CARBONATO DE CALCIO + BORO + COBRE + MAGENSIO + MANGANESO + ZINC + VITAMINA D3 600 MG + 250 MCG + 1 MG + 40 MG + 1.8 MG + 7.5 MG + 400 UI,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BIOCALCIUM+D MK POLVO INST,$639,,0,CARBONATO DE CALCIO + VITAMINA D3 500 MG + 200 UI,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,COMPLEJO B MK,$138,,0,TIAMINA MONOHIDRATO(B1) + RIBOFLAVINA(B2) + PIRIDOXINA CLORHIDRATO(B6) + NICOTINAMIDA(B3) 10 MG + 10 MG + 20 MG + 50 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,FERROVITAL VAINILLA,"$8,606",,0,"TIAMINA CLORHIDRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + NICOTINAMIDA + GLUCONATO FERROSO 55,5 MG + 11,21 MG + 111,11 MG + 111 MG + 670 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,FERROVITAL VAINILLA,"$15,937",,0,"TIAMINA CLORHIDRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + NICOTINAMIDA + GLUCONATO FERROSO 55,5 MG + 11,21 MG + 111,11 MG + 111 MG + 670 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TIAMINA MK 300MG,$302,,0,TIAMINA CLORHIDRATO 300 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,VITA E MK 400 U.I.,$232,,0,VITAMINA E 400 U.I. 400 UI,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,Z-FULL MK,$710,,0,"RETINOL + ACIDO ASCORBICO + TIAMINA MONONITRATO + RIBOFLAVINA + NICOTINAMINA + PIRIDOXINA CLORHIDRATO + CIANOCOBALAMINA + PANTOTENATO DE CALCIO + SULFATO DE ZINC 22,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,Z-FULL MK FRESA GRANULADO,"$36,054",,0,VITAMINA A + TIAMINA MONONITRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + CIANOCOBALAMINA + NICOTINAMIDA + VITAMINA C + PANTOTENATO DE CALCIO + ZINC,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,Z-FULL MK VAINILLA GRANULADO,"$36,054",,0,VITAMINA A + TIAMINA MONONITRATO + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + CIANOCOBALAMINA + NICOTINAMIDA + VITAMINA C + PANTOTENATO DE CALCIO + ZINC,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALIVRUB MK,"$12,125",,0,"ALCANFOR + MENTOL LEVOROTATORIO + ACEITE DE EUCALIPTO + TREMENTINA 5,26 GR + 2,82 GR + 1,33 GR + 4,67 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALIVRUB MK,"$3,176",,0,"ALCANFOR + MENTOL LEVOROTATORIO + ACEITE DE EUCALIPTO + TREMENTINA 5,26 GR + 2,82 GR + 1,33 GR + 4,67 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER GRIPA BEBIDA DIA,"$2,075",,0,"ACETAMINOFEN + FENILEFRINA CLORHIDRATO + LEVOCETIRIZINA DICLORHIDRATO 500 MG + 20 MG + 2,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER GRIPA BEBIDA DIA,"$2,075",,0,"ACETAMINOFEN + FENILEFRINA CLORHIDRATO + LEVOCETIRIZINA DICLORHIDRATO 500 MG + 20 MG + 2,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER GRIPA BEBIDA NOCHE,"$2,075",,0,ACETAMINOFEN + FENILEFRINA CLORHIDRATO + DIFENHIDRAMINA CLORHIDRATO 500 MG + 25 MG + 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER GRIPA BEBIDA NOCHE,"$2,075",,0,ACETAMINOFEN + FENILEFRINA CLORHIDRATO + DIFENHIDRAMINA CLORHIDRATO 500 MG + 25 MG + 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER TOS ADULTOS,"$26,158",,0,BROMHEXINA CLORHIDRATO 160 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER CEREZA CON VALVULA PET 1,4GR","$35,518",,0,"FENOL 1,4 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER CEREZA SIN VALVULA PET 1,4GR","$24,860",,0,"FENOL 1,4 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVER G CONTRA LOS SINTOMAS DE LA GRIPA,"$1,236",,0,"IBUPROFENO + FENILEFRINA CLORHIDRATO + CETIRIZINA DICLORHIDRATO 200 MG + 10 MG + 3,33 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER MENTA CON VALVULA PET 1,4GR","$35,518",,0,"FENOL 1,4 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER MENTA SIN VALVULA PET 1,4GR","$24,860",,0,"FENOL 1,4 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER-P GARGANTA 10MG + 1,4MG CEREZA","$1,357",,0,"BENZOCAINA + CLORURO DE CETILPIRIDINIO 10 MG + 1,4 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER-P GARGANTA 10MG + 1,4MG MENTA","$1,357",,0,"BENZOCAINA + CLORURO DE CETILPIRIDINIO 10 MG + 1,4 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"NORAVER-P GARGANTA 10MG + 1,4MG NARANJA MIEL","$1,356",,0,"BENZOCAINA + CLORURO DE CETILPIRIDINIO 10 MG + 1,4 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NORAVERT NTF NIÑOS JBE CHICLE,"$21,700",,0,BROMHEXINA CLORHIDRATO 80 MG,#N/D,
