laboratorio,proveedor,cum,descripcion,precio,iva_pct,principio_activo
ADIUM SAS,CRUZ VERDE,,DEXILANT 60MG CAP LIB RET INST CAJ X 28,1981.0,0.0,DEXLANSOPRAZOL
EUROPEAN PHARMA SOLUTIONS SAS,CRUZ VERDE,,DEXKETOVITAE 2.5MG/ML(0.25%) SOL ORAL INST CAJ X 10SOB X 10ML,4176.0,0.0,DEXKETOPROFENO
EUROPEAN PHARMA SOLUTIONS SAS,CRUZ VERDE,,DEXKETOVITAE 25MG TAB REC INST CAJ X 20,1211.0,0.0,DEXKETOPROFENO
MEGALABS COLOMBIA SAS,CRUZ VERDE,,DEXLANZOPRAL 60MG CAP LIB RET INST CAJ X 30,2830.0,0.0,DEXLANSOPRAZOL
EUGIA PHARMA COLOMBIA SAS,CRUZ VERDE,,DEXMEDETOMIDINA 200MCG/2ML(100MCG/ML) SOL INY CAJ X 5,11470.0,0.0,DEXMEDETOMIDINA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXMEDETOMIDINA 400MCG/100ML(4MCG/ML) SOL INY BOL X 100ML BAXTER,100761.0,0.0,DEXMEDETOMIDINA
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DEXOPRAL 60MG CAP LIB RET INST CAJ X 30,2911.0,0.0,DEXLANSOPRAZOL
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,,DEXTROSA 50% SOL INY BOL X 500ML,7329.0,0.0,DEXTROSA
CORPORACION FOMENTO ASISTENCIAL HOSPITAL UNIVERSITARIO SAN VICENTE DE,CRUZ VERDE,,DEXTROSA EN AGUA DESTILADA 5% SOL INY BOL X 500ML CORPAUL,3698.0,0.0,DEXTROSA
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DEXTROSA LIBRE DE PVC 50% SOL INY BOL X 500ML FRESENIUS KABI,7214.0,0.0,DEXTROSA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA USP O GLUCOSA 10% SOL INY BOL X 250ML BAXTER,2703.0,0.0,DEXTROSA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA USP O GLUCOSA 10% SOL INY BOL X 500ML BAXTER,2165.0,0.0,DEXTROSA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA USP O GLUCOSA 5% SOL INY BOL X 100ML BAXTER,23.0,0.0,DEXTROSA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA USP O GLUCOSA 5% SOL INY BOL X 500ML BAXTER,2175.0,0.0,DEXTROSA
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA USP O GLUCOSA 50% SOL INY BOL X 500ML BAXTER,9984.0,0.0,DEXTROSA
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DEXTROSA+CLORURO DE SODIO LIBRE DE PVC (5+0.9)% SOL INY BOL X 500ML FRESENIUS KABI,3096.0,0.0,DEXTROSA+SODIO CLORURO
LABORATORIOS BAXTER SA,CRUZ VERDE,,DEXTROSA+CLORURO NA USP (5+0.9)% SOL INY BOL X 500ML BAXTER,2042.0,0.0,DEXTROSA+SODIO CLORURO
LABORATORIOS SERVIER DE COLOMBIA SAS,CRUZ VERDE,,DIAMICRON MR 60MG TAB LIB PROL INST CAJ X 30,397.0,0.0,GLICLAZIDA
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO PREP MAG 5MG/ML SUSP ORAL FCO X 60ML PREP MAG ORBUS,374334.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 250MG/5ML(5%) SUSP ORAL FCO X 30ML PREP MAG ORBUS,480949.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 25MG/ML SOL ORAL FCO X 30ML PREP MAG ORBUS,308515.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 25MG/ML SOL ORAL FCO X 60ML PREP MAG ORBUS,397458.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 4MG/ML SUSP ORAL FCO X 30ML PREP MAG ORBUS,149733.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 50MG CAP FRASCO PREP MAG ORBUS,19146.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 50MG/5ML(1%) SUSP ORAL FCO X 30ML PREP MAG,345595.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO 50MG/5ML(1%) SUSP ORAL FCO X 90ML PREP MAG ORBUS,360742.0,0.0,DIAZOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIAZOXIDO PREP MAG 10MG/ML(1%) SUSP ORAL FCO X 30ML ORBUS,360500.0,0.0,DIAZOXIDO
VESALIUS PHARMA LTDA,CRUZ VERDE,,DIAZOXIUS 50MG/ML SUSP ORAL FCO X 30ML,573523.0,0.0,DIAZOXIDO
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN CAJ X 15BOLX500ML,19033.0,0.0,
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN CAJ X 8BOLS X 1000ML,55857.0,0.0,
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN DRINK FCO X 200ML HIPER CALORICO CAPUCHINO,10419.0,0.0,
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN DRINK FCO X 200ML HIPER CALORICO VAINILLA,10419.0,0.0,
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN DRINK SUSP ORAL CAJ X 24FCOX200ML CAPUCHINO,10658.0,0.0,
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DIBEN DRINK SUSP ORAL CAJ X 24FCOX200ML VAINILLA,10658.0,0.0,
ADIUM SAS,CRUZ VERDE,,DICASEN (25+25)MG TAB INST CAJ X 30,587.0,0.0,DICLOFENACO+TRAMADOL
PROCAPS SA,CRUZ VERDE,,DICLOFEN AEROSOL 1% SOL TOP FCO X 40ML,14774.0,0.0,DICLOFENACO
GENFAR SA,CRUZ VERDE,,DICLOFENACO 50MG TAB REC INST CAJ X 30 GENFAR,48.0,0.0,DICLOFENACO
LABORATORIOS ECAR SA,CRUZ VERDE,,DICLOFENACO 50MG TAB REC INST CAJ X 500,40.0,0.0,DICLOFENACO
TECNOQUIMICAS SA,CRUZ VERDE,,DICLOFENACO 75MG/3ML(25MG/ML) SOL INY CAJ X 5AMP X 3ML MK,2291.0,0.0,DICLOFENACO
PROCAPS SA,CRUZ VERDE,,DICLOFENACO 75MG/3ML(25MG/ML) SOL INY INST CAJ X 10AMX3ML FARMIONNI,453.0,0.0,DICLOFENACO
LABORATORIOS LA SANTE SA,CRUZ VERDE,,DICLOXACILINA 500MG CAP CAJ X 50 LA SANTE,827.0,0.0,DICLOXACILINA
TECNOQUIMICAS SA,CRUZ VERDE,,DICLOXACILINA 500MG CAP CAJ X 50 MK,689.0,0.0,DICLOXACILINA
LABORATORIOS LA SANTE SA,CRUZ VERDE,,DICLOXACILINA 500MG CAP INST CAJ X 200 LA SANTE,269.0,0.0,DICLOXACILINA
SOLMEDICAL SAS,CRUZ VERDE,,DICPRESINA 0.1MG/ML(0.01%) SOL NAS FCO X 5ML X 50DOSIS SPRAY,95604.0,0.0,DESMOPRESINA ACETATO
SOLMEDICAL SAS,CRUZ VERDE,,DICPRESINA 0.1MG/ML(0.01%) SOL NAS FCO X 6ML,117066.0,0.0,DESMOPRESINA ACETATO
SOLMEDICAL SAS,CRUZ VERDE,,DICPRESINA 0.1MG/ML(0.01%) SOL NAS FCO X 6ML SPRAY,117066.0,0.0,DESMOPRESINA ACETATO
SOLMEDICAL SAS,CRUZ VERDE,,DICPRESINA 400MCG/ML(0.4MG/ML SOL SUBLIN FCO X 10ML,268466.0,0.0,DESMOPRESINA ACETATO
EXELTIS SAS,CRUZ VERDE,,DIENILLE (2+0.03)MG TAB REC INST CAJ X 21,502.0,0.0,DIENOGEST+ETINILESTRADIOL
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIETILESTILBESTROL 1MG CAP FRASCO PREP MAG ORBUS,4969.0,0.0,DIETILETILBESTROL (DES)
NEVOX FARMA SA,CRUZ VERDE,,DIETREX 6MG/5ML(0.12%) JBE INST FCO X 120ML,33576.0,0.0,BUCLIZINA
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIFENCIPRONA 1% SOL ORAL FCO X 20ML PREP MAG ORBUS,468589.0,0.0,DIFENCIPRONA
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIFENCIPRONA PREP MAG 1.5% SOL TOP FCO X 20ML ORBUS,663562.0,0.0,DIFENCIPRONA
GALDERMA DE COLOMBIA SA GALDERMA SA,CRUZ VERDE,,DIFFERIN 0.1% GEL TOP INST TUB X 30GR,25496.0,0.0,ADAPALENO
BIOQUIFAR PHARMACEUTICA SA,CRUZ VERDE,,DIFLENAC 50MG TAB LIB RET INST CAJ X 250 BIOQUIFAR,31.0,0.0,DICLOFENACO
PROCAPS SA,CRUZ VERDE,,DIGESTA 250MG CAP BLAND INST CAJ X 20,392.0,0.0,SIMETICONA (DIMETILPOLISILOXANO)
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,,DIGESTAR 400MG/5ML(8%) JAL ORAL CAJ X 1FCO NATURAL FRESHLY,45553.0,0.0,
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,,DIGESTAR FIBRA NATURAL FRESHLY TAR X 300GR,54287.0,0.0,
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,,DIGESTAR LAXANTE JALEA FCO X 300GR,66405.0,0.0,
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,,DIGESTAR MAX FORTE 100MG CAP FCO X 50 NATURAL FRESHLY,795.0,0.0,
HUMAX PHARMACEUTICAL SA,CRUZ VERDE,,DIHIDROCODEINA 12.1MG/5ML(0.242%) JBE INST FCO X 120ML FARMATECH,6718.0,0.0,DIHIDROCODEINA
LABORATORIOS LA SANTE SA,CRUZ VERDE,,DIHIDROCODEINA BITARTRATO 12.1MG/5ML(0.242%) JBE FCO X 120ML LA SANTE,16616.0,0.0,DIHIDROCODEINA
HUMAX PHARMACEUTICAL SA,CRUZ VERDE,,DIHIDROCODEINA BITARTRATO 12.1MG/5ML(0.242%) SOL ORAL FCO X 120ML FARMATECH,14729.0,0.0,DIHIDROCODEINA
NOVAMED SA,CRUZ VERDE,,DILOX 600MG TAB REC INST CAJ X 30,2308.0,0.0,OXAPROZINA
GENFAR SA,CRUZ VERDE,,DILTIAZEM 60MG TAB INST CAJ X 20 GENFAR,121.0,0.0,DILTIAZEM
PHARMARIS COLOMBIA SAS,CRUZ VERDE,,DILUTASE 800MG TAB REC INST CAJ X 90,1729.0,0.0,SEVELAMER CLORHIDRATO
LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,CRUZ VERDE,,DIMENOL 50MG TAB INST CAJ X 72,109.0,0.0,DIMENHIDRINATO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIMETIL SULFOXIDO 30% SOL TOP FCO X 50ML PREP MAG ORBUS,118389.0,0.0,DIMETILSULFOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIMETIL SULFOXIDO 50% SOL ORAL FCO X 50ML PREP MAG ORBUS,147714.0,0.0,DIMETILSULFOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIMETIL SULFOXIDO 50% SOL ORAL FCO X 50ML PREP MAG QUIFARMA,147714.0,0.0,DIMETILSULFOXIDO
FAGRON COLOMBIA SAS,CRUZ VERDE,,DIMETILSULFOXIDO 50MG/5ML(1%) LOC TOP FCO X 100ML PREP MAG ORBUS,114875.0,0.0,DIMETILSULFOXIDO
NOVAMED SA,CRUZ VERDE,,DIMOFLAX (25+150+80)MG TAB LIB RET INST CAJ X 30,1021.0,0.0,LEVOSULPIRIDA+PANCREATINA (AMILASA+LIPASA+PROTEASA)+SIMETICONA (DIMETILPOLISILOXANO)
ALTADIS FARMACEUTICA SAS,CRUZ VERDE,,DINIVE 20MG TAB REC CAJ X 28,3058.0,0.0,MEMANTINA
ALTADIS FARMACEUTICA SAS,CRUZ VERDE,,DINIVE 20MG TAB REC INST CAJ X 28,1005.0,0.0,MEMANTINA CLORHIDRATO
TECNOQUIMICAS SA,CRUZ VERDE,,DIOSMINA (450+50)MG TAB CAJ X 30 MK,842.0,0.0,DIOSMINA+HESPERIDINA (FRACCION FLAVONOIDE)
GENFAR SA,CRUZ VERDE,,DIOSMINA+HESPIRIDINA (450+50)MG TAB REC INST CAJ X 30 WINTHROP,523.0,0.0,DIOSMINA+HESPERIDINA (FRACCION FLAVONOIDE)
NTI NEW TRADE INTERNATIONAL,CRUZ VERDE,,DIOSMIT 3GR/SOB POLV SUSP ORAL INST CAJ X 6SOB,3835.0,0.0,DIOSMECTITA
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DIOVAN 160MG TAB REC INST CAJ X 28,1154.0,0.0,VALSARTAN
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DIOVAN 320MG TAB REC INST CAJ X 14,3100.0,0.0,VALSARTAN
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DIOVAN 80MG TAB REC INST CAJ X 28,798.0,0.0,VALSARTAN
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DIOVAN HCT (12.5+160)MG TAB REC INST CAJ X 28,1532.0,0.0,HIDROCLOROTIAZIDA+VALSARTAN
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,,DIOVAN HCT (12.5+320)MG TAB REC INST CAJ X 28,3064.0,0.0,HIDROCLOROTIAZIDA+VALSARTAN
MERCK SA,CRUZ VERDE,,DIP 1GR/5ML(20%) SUSP ORAL INST CAJ X 20SOB FRUTAS,1962.0,0.0,SUCRALFATO
MERCK SA,CRUZ VERDE,,DIP 1GR/5ML(20%) SUSP ORAL INST FCO X 200ML,22074.0,0.0,SUCRALFATO
LABORATORIOS ECAR SA,CRUZ VERDE,,DIPIRONA 1GR/2ML(0.5GR/ML) SOL INY CAJ X 25AMP X 2ML ECAR,3088.0,0.0,DIPIRONA (METAMIZOL)
LABORATORIOS ECAR SA,CRUZ VERDE,,DIPIRONA 1GR/2ML(0.5GR/ML) SOL INY INST CAJ X 25AMP X 2ML ECAR,1053.0,0.0,DIPIRONA (METAMIZOL)
LABORATORIOS ECAR SA,CRUZ VERDE,,DIPIRONA 2.5GR/5ML(0.5GR/ML) SOL INY INST CAJ X 5AMP ECAR,2148.0,0.0,DIPIRONA (METAMIZOL)
LABORATORIOS ECAR SA,CRUZ VERDE,,DIPIRONA 500MG TAB INST CAJ X 500 ECAR,146.0,0.0,DIPIRONA (METAMIZOL)
VITALIS SA CI,CRUZ VERDE,,DIPIRONA MAGNESICA 2GR/5ML(0.4MG/ML) SOL INY INST VITALIS CAJ X 100AMP X 5ML,5033.0,0.0,DIPIRONA (METAMIZOL)
ASPEN COLOMBIANA SAS,CRUZ VERDE,,DIPRIVAN 200MG/20ML(1%) EMUL INY CAJ X 5AMP X 20ML,16801.0,0.0,PROPOFOL
HEEL COLOMBIA LTDA,CRUZ VERDE,,DISCUS SUIS COMPOSITUM HEEL 51 MULTIPLES COMPONENTES SOL INY CAJ X 5AMPX2.2ML,26607.0,0.0,MULTIPLES COMPONENTES
MSN LABS AMERICAS SAS,CRUZ VERDE,,DISMIGRAS 10MG TAB REC INST CAJ X 30,144.0,0.0,ROSUVASTATINA
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISP ABSORB CIERRE HERID GS-21 REF VLOCL0306 CAJ X 12 V-LOC 180 COVIDIEN 15CM X 0,125107.0,0.0,
NOVAMED SA,CRUZ VERDE,,DISPAX (100+300)MG CAP INST CAJ X 16,2941.0,0.0,PINAVERIO BROMURO+SIMETICONA (DIMETILPOLISILOXANO)
NOVAMED SA,CRUZ VERDE,,DISPAX (100+300)MG CAP INST CAJ X 32,2840.0,0.0,PINAVERIO BROMURO+SIMETICONA (DIMETILPOLISILOXANO)
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERID CV-23 REF VLOCL0803 CAJ X 12 V-LOC 180 15CM - 4-0 VERDE,138640.0,0.0,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERID GS-21 REF VLOCL0326 CAJ X 12 V-LOC 180 45CM - 0 VERDE,138640.0,0.0,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERID V-20 REF VLOCL0614 CAJ X 12 V-LOC 180 30CM - 3-0 VERDE,134602.0,0.0,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERIDA V-20 REF VLOCL0604 CAJ X 12 V-LOC 180 15CM - 3-0 VERDE,138640.0,0.0,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERIDAS REF VLOCL0315 SOB X 1 2/0 GS21,125107.0,0.0,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,,DISPOSITIVO CIERRE HERIDAS REF VLOCL0615 SOB X 1 2/0 V-20,138640.0,0.0,
UCIPHARMA SA,CRUZ VERDE,,DISPOSITIVO CIRUGIA RECTAL REF CNB11 CAJ X 1 GELPOINT 4CM X 5.5CM,4773170.0,19.0,
LABORATORIOS BAXTER SA,CRUZ VERDE,,DISPOSITIVO INFUSOR LV REF 2C2009K CAJ X 12 BAXTER 5ML/HX,134908.0,0.0,
PROFESIONALES GINECOLOGICOS SA PROGYNE SA,CRUZ VERDE,,DISPOSITIVO INTRAUTRINO REF T CU 380 A SOB X 1 PREGNA,7798.0,0.0,
BECTON DICKINSON DE COLOMBIA LTDA,CRUZ VERDE,,DISPOSITIVO IV REF 385100 CAJ X 50 BD Q-SYTE,4497.0,19.0,
THE LABS SAS,CRUZ VERDE,,DISTENTIA 10MG TAB REC CAJ X 50,305.0,0.0,BACLOFENO
EUROFARMA COLOMBIA SAS,CRUZ VERDE,,DITOPAX (282+85+25)MG TAB MAST INST CAJ X 50,229.0,0.0,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (DIMETILPOLISILOXANO)
LABQUIFAR LTDA,CRUZ VERDE,,DIURIL 40MG TAB INST CAJ X 1000,36.0,0.0,FUROSEMIDA
NUTRABIOTICS SAS,CRUZ VERDE,,DK MULSION MULTIPLES COMPONENTES FCO X 30ML GOTAS,93401.0,0.0,
B BRAUN MEDICAL SA,CRUZ VERDE,,DOBLE SAFEFLOW CON EXTENSION REF 4097154N CAJ X 100 SOB B BRAUN 10CM/1X2.35MM,7901.0,0.0,
DISTRIBUIDORA SICMAFARMA SAS,CRUZ VERDE,,DOBUTAMINA 250MG/5ML(50MG/ML) SOL INY CAJ X 100,6888.0,0.0,DOBUTAMINA
ADS PHARMA SAS,CRUZ VERDE,,DOCARIP (50+1)MG/ML(5+0.1)% SOL INY INST CAJ X 2BOL X 250ML,14555.0,0.0,DEXTROSA+DOBUTAMINA
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DOCETAXEL 20MG/ML SOL INY CAJ X 1VIAL FRESENIUS,48205.0,0.0,DOCETAXEL
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DOCETAXEL 80MG/2ML(40MG/ML) SOL INY CAJ X 1VIAL X 4ML FRESENIUS KABI,107952.0,0.0,DOCETAXEL
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX 160MG/5ML(3.2%) JBE FCO X 90ML,16599.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX ACTIVGEL 500MG CAP BLAND CAJ X 10,1624.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX ACTIVGEL 500MG CAP BLAND CAJ X 20,1451.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX ACTIVGEL 500MG CAP BLAND FCO X 24,1511.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX AVANZADO 500MG TAB REC CAJ X 10,1265.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX AVANZADO 500MG TAB REC CAJ X 16,1248.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX AVANZADO 500MG TAB REC FCO X 100,976.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX AVANZADO PAG24 LLEV32 500MG TAB REC PAQ X 1,27324.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX BEBES 160MG/5ML(3.2%) JBE FCO X 60ML FRAMBUESA,14507.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX FORTE (500+65)MG TAB REC INST CAJ X 48,1135.0,0.0,ACETAMINOFEN+CAFEINA
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX FORTE NF (500+65)MG TAB REC CAJ X 14,1864.0,0.0,ACETAMINOFEN+CAFEINA
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX FORTE NF (500+65)MG TAB REC CAJ X 8,2022.0,0.0,ACETAMINOFEN+CAFEINA
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX PEDIATRICO 100MG TAB MAST CAJ X 20 CEREZA,936.0,0.0,ACETAMINOFEN
HALEON COLOMBIA SAS,CRUZ VERDE,,DOLEX RAPIDA ACCION 500MG TAB REC FCO X 24,1124.0,0.0,ACETAMINOFEN
APROD PHARMA SAS,CRUZ VERDE,,DOLICOX 150MG/5ML(3%) JBE FCO X 90ML CEREZA,13045.0,0.0,ACETAMINOFEN
APROD PHARMA SAS,CRUZ VERDE,,DOLICOX GRIP (500+30+5+10)MG CAP CAJ X 12,885.0,0.0,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA
APROD PHARMA SAS,CRUZ VERDE,,DOLICOX GRIP NOCHE (500+4+10)MG/SOB GRAN SUSP ORAL CAJ X 24SOB X 6GR PANELA LIMON,1647.0,0.0,ACETAMINOFEN+CLORFENIRAMINA+FENILEFRINA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,,DOLIREN (325+5)MG TAB REC CAJ X 30,5421.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,,DOLIREN (325+7.5)MG TAB REC CAJ X 10,6535.0,0.0,ACETAMINOFEN+HIDROCODONA
PROCAPS SA,CRUZ VERDE,,DOLOFEN 500MG CAP BLAND CAJ X 20 PROCAPS,533.0,0.0,ACETAMINOFEN
PROCAPS SA,CRUZ VERDE,,DOLOFEN FORTE (500+50)MG TAB CAJ X 60,1073.0,0.0,ACETAMINOFEN+CAFEINA
PROCAPS SA,CRUZ VERDE,,DOLOFEN GRIPA (500+2+5)MG CAP BLAND CAJ X 10 PROCAPS,687.0,0.0,ACETAMINOFEN+CLORFENIRAMINA+FENILEFRINA
PROCAPS SA,CRUZ VERDE,,DOLOFEN XTRA (250+65+400)MG CAP BLAND CAJ X 10,1111.0,0.0,ACETAMINOFEN+CAFEINA+IBUPROFENO
LABORATORIOS LEGRAND SA,CRUZ VERDE,,DOLOFF (325+5)MG TAB REC CAJ X 10,3921.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIOS LEGRAND SA,CRUZ VERDE,,DOLOFF (325+5)MG TAB REC CAJ X 30,3589.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIOS LEGRAND SA,CRUZ VERDE,,DOLOFF (325+5)MG TAB REC INST CAJ X 30,392.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIOS LEGRAND SA,CRUZ VERDE,,DOLOFF (325+7.5)MG TAB REC CAJ X 10,4354.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIOS LEGRAND SA,CRUZ VERDE,,DOLOFF (325+7.5)MG TAB REC INST CAJ X 30,784.0,0.0,ACETAMINOFEN+HIDROCODONA
EUROFARMA COLOMBIA SAS,CRUZ VERDE,,DOLORO 10MG TAB REC CAJ X 30,3412.0,0.0,CICLOBENZAPRINA
EUROFARMA COLOMBIA SAS,CRUZ VERDE,,DOLORO 5MG TAB REC INST CAJ X 30,672.0,0.0,CICLOBENZAPRINA
LABORATORIOS LICOL SAS,CRUZ VERDE,,DOLOTRIN SPAS (325+10)MG TAB REC INST CAJ X 100TAB,740.0,0.0,ACETAMINOFEN+HIOSCINA BUTILBROMURO
BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,CRUZ VERDE,,DOLPIRIN A JUNIOR 150MG/5ML(3%) JBE INST FCO X 120ML UVA,7842.0,0.0,ACETAMINOFEN
BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,CRUZ VERDE,,DOLPIRIN MAX (65+400)MG CAP CAJ X 12,1366.0,0.0,CAFEINA+IBUPROFENO
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,,DOLQUINE 200MG TAB REC INST CAJ X 30,642.0,0.0,HIDROXICLOROQUINA
LABORATORIOS INCOBRA SA,CRUZ VERDE,,DOLUMBAR FORTE (65+550)MG TAB REC INST CAJ X 36,597.0,0.0,CAFEINA+NAPROXENO
EUROFARMA COLOMBIA SAS,CRUZ VERDE,,DOMPERIX 5MG/5ML(0.1%) SUSP ORAL INST FCO X 100ML,9669.0,0.0,DOMPERIDONA
EUROFARMA COLOMBIA SAS,CRUZ VERDE,,DOMPERIX ADULTO 10MG TAB INST CAJ X 30,108.0,0.0,DOMPERIDONA
BIOQUIFAR PHARMACEUTICA SA,CRUZ VERDE,,DONAPRIL 20MG TAB INST CAJ X 1000,51.0,0.0,ENALAPRIL
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,,DOPAMINA 200MG/5ML(40MG/ML) SOL INY CAJ X 100AMP X 5ML FRESENIUS,1901.0,0.0,DOPAMINA
LABORATORIOS RYAN DE COLOMBIA SAS,CRUZ VERDE,,DOPAMINA 200MG/5ML(40MG/ML) SOL INY CAJ X 25AMP X 5ML RYAN,1293.0,0.0,DOPAMINA
VIVUNT PHARMA COLOMBIA SAS,CRUZ VERDE,,DORALIV 400MG CAP BLAND CAJ X 10,1471.0,0.0,IBUPROFENO
VIVUNT PHARMA COLOMBIA SAS,CRUZ VERDE,,DORALIV NINOS 100MG/5ML(2%) SUSP ORAL FCO X 120ML FRESA,23899.0,0.0,IBUPROFENO
AUROBINDO PHARMA COLOMBIA SAS,CRUZ VERDE,,DORIPURE 500MG POLV INY CAJ X 1VIAL,70227.0,0.0,DORIPENEM
MEGALABS COLOMBIA SAS,CRUZ VERDE,,DORIXINA RELAX (5+125)MG TAB REC INST CAJ X 100,1312.0,0.0,CICLOBENZAPRINA+LISINA
RX SA,CRUZ VERDE,,DOTAREM 4.19GR/15ML(279.32MG/ML(GADOLI SOL INY FCO X 15ML,89316.0,0.0,GADOTERICO ACIDO
GLAXOSMITHKLINE COLOMBIA SA,CRUZ VERDE,,DOVATO (50+300)MG TAB REC INST FCO X 30,13435.0,0.0,DOLUTEGRAVIR+LAMIVUDINA
