laboratorio,proveedor,cum,descripcion,precio,iva_pct,principio_activo
GENFAR SA,CRUZ VERDE,19908960-11,ACETAMINOFEN+CAFEINA (500+65)MG TAB REC INST CAJ X 48 GENFAR,308.0,0.0,ACETAMINOFEN+CAFEINA
BALANCE PHARMA SAS,CRUZ VERDE,20190745-12,ACETAMINOFEN+CAFEINA FORTE (500+65)MG TAB REC INST CAJ X 120,386.0,0.0,ACETAMINOFEN+CAFEINA
GENFAR SA,CRUZ VERDE,59227-04,ACETAMINOFEN+CODEINA (325+30)MG TAB CAJ X 10,1247.0,0.0,ACETAMINOFEN+CODEINA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20087545-02,ACETAMINOFEN+CODEINA (325+30)MG TAB CAJ X 10 LAFRANCOL,1257.0,0.0,ACETAMINOFEN+CODEINA
GENFAR SA,CRUZ VERDE,59227-05,ACETAMINOFEN+CODEINA (325+30)MG TAB CAJ X 30 GENFAR,1151.0,0.0,ACETAMINOFEN+CODEINA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20087545-04,ACETAMINOFEN+CODEINA (325+30)MG TAB CAJ X 30 LAFRANCOL,1085.0,0.0,ACETAMINOFEN+CODEINA
TECNOQUIMICAS SA,CRUZ VERDE,20028484-06,ACETAMINOFEN+CODEINA (325+30)MG TAB CAJ X 30 MK,1133.0,0.0,ACETAMINOFEN+CODEINA
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,20190946-04,ACETAMINOFEN+CODEINA (325+30)MG TAB INST CAJ X 300,147.0,0.0,ACETAMINOFEN+CODEINA
TECNOQUIMICAS SA,CRUZ VERDE,20031822-04,ACETAMINOFEN+CODEINA (325+8)MG TAB CAJ X 20 MK,864.0,0.0,ACETAMINOFEN+CODEINA
GENFAR SA,CRUZ VERDE,19977328-01,ACETAMINOFEN+TRAMADOL (325+37.5)MG TAB REC INST CAJ X 10,404.0,0.0,ACETAMINOFEN+TRAMADOL
TECNOQUIMICAS SA,CRUZ VERDE,19979434-14,ACETAMINOFEN+TRAMADOL (325+37.5)MG TAB REC INST CAJ X 300 MK,293.0,0.0,ACETAMINOFEN+TRAMADOL
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19919864-02,ACETATO ALUMINIO PH 4.5 0.05% LOC TOP FCO X 120ML AMER GEN,11407.0,0.0,ALUMINIO ACETATO
GENFAR SA,CRUZ VERDE,56604-01,ACETATO DE ALUMINIO PH 4.5 0.118% LOC TOP INST FCO X 120ML WINTHROP,4580.0,0.0,ALUMINIO ACETATO
GENFAR SA,CRUZ VERDE,19946928-01,ACETATO DE ALUMINIO SUSTANCIA PURA POLV TOP INST CAJ X 25SOB X 2.2GR GENFAR,510.0,0.0,ALUMINIO ACETATO
LABORATORIOS LICOL SAS,CRUZ VERDE,19963351-01,ACETATO DE ALUMINIO2 0.059% LOC TOP INST FCO X 120ML LICOL,3308.0,0.0,ALUMINIO ACETATO
PROCAPS SA,CRUZ VERDE,19973358-02,ACETAZOLAMIDA 250MG TAB INST CAJ X 30 COLMED,423.0,0.0,ACETAZOLAMIDA
LABORATORIOS ECAR SA,CRUZ VERDE,20122097-12,ACETILCISTEINA 200MG/SOB GRAN SUSP ORAL INST BOL X 300SOBRES,246.0,0.0,ACETILCISTEINA
LABORATORIOS ECAR SA,CRUZ VERDE,19969414-02,ACETILCISTEINA 600MG/SOB GRAN SUSP ORAL INST CAJ X 30SOB ECAR,729.0,0.0,ACETILCISTEINA
EUROFARMA COLOMBIA SAS,CRUZ VERDE,37223-10,ACI-BIOGEL (200+200+20)MG/5ML(4+4+0.4)% SUSP ORAL INST FCO X 360ML MENTA,6204.0,0.0,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (DIMETILPOLISILOXANO)
LABORATORIOS LA SANTE SA,CRUZ VERDE,209835-04,ACICLOVIR 200MG TAB CAJ X 24 LA SANTE,610.0,0.0,ACICLOVIR
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,40368-04,ACICLOVIR 200MG TAB CAJ X 30 AMER GEN,404.0,0.0,ACICLOVIR
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,19961342-03,ACICLOVIR 200MG TAB INST CAJ X 240 LAPROFF,147.0,0.0,ACICLOVIR
GENFAR SA,CRUZ VERDE,19924189-01,ACICLOVIR 200MG TAB INST CAJ X 25 GENFAR,170.0,0.0,ACICLOVIR
TECNOQUIMICAS SA,CRUZ VERDE,42870-04,ACICLOVIR 200MG TAB INST CAJ X 25 MK,321.0,0.0,ACICLOVIR
ANGLOPHARMA SA,CRUZ VERDE,19940740-02,ACICLOVIR 200MG/5ML(4%) POLV SUSP ORAL INST FCO X 90ML ANGLOPHARMA,6628.0,0.0,ACICLOVIR
VITALIS SA CI,CRUZ VERDE,19945134-05,ACICLOVIR 250MG POLV INY INST CAJ X 10VIAL VITALIS,33194.0,0.0,ACICLOVIR
LABORATORIOS LA SANTE SA,CRUZ VERDE,20012507-01,ACICLOVIR 5% CREM TOP TUB X 20GR,16844.0,0.0,ACICLOVIR
ANGLOPHARMA SA,CRUZ VERDE,19942936-01,ACICLOVIR 5% CREM TOP INST TUB X 15GR ANGLOPHARMA,2478.0,0.0,ACICLOVIR
SENSOLIFE SAS,CRUZ VERDE,19971982-02,ACICLOVIR 5% UNG TOP INST TUB X 15GR COASPHARMA,2109.0,0.0,ACICLOVIR
GENFAR SA,CRUZ VERDE,57693-02,ACICLOVIR 5% UNG TOP INST TUB X 15GR GENFAR,3180.0,0.0,ACICLOVIR
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20049737-06,ACICLOVIR 800MG TAB CAJ X 10 AMER GEN,1583.0,0.0,ACICLOVIR
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20049737-04,ACICLOVIR 800MG TAB CAJ X 30 AMER GEN,1355.0,0.0,ACICLOVIR
GENFAR SA,CRUZ VERDE,51715-01,ACICLOVIR 800MG TAB INST CAJ X 10 GENFAR,545.0,0.0,ACICLOVIR
TECNOQUIMICAS SA,CRUZ VERDE,230399-04,ACICLOVIR 800MG TAB INST CAJ X 10 MK,1076.0,0.0,ACICLOVIR
BAYER SA,CRUZ VERDE,20005669-02,ACID MANTLE N 0.05% LOC TOP FCO X 120ML,24961.0,0.0,ALUMINIO ACETATO
LABQUIFAR LTDA,CRUZ VERDE,20021574-02,ACIDFOL 1MG TAB REC INST CAJ X 250,53.0,0.0,FOLICO ACIDO
BAYER SA,CRUZ VERDE,20027209-03,ACID-MANTLE 0.05% CREM TOP INST TUB X 60GR,27782.0,0.0,ALUMINIO ACETATO
BAYER SA,CRUZ VERDE,20005669-03,ACIDMANTLE LOCION 0.05% LOC TOP FCO X 400ML,51973.0,0.0,ALUMINIO ACETATO
TECNOQUIMICAS SA,CRUZ VERDE,19942584-04,ACID-NESS PH 4.5 0.059% LOC TOP INST FCO X 120ML,11452.0,0.0,ALUMINIO ACETATO
GENFAR SA,CRUZ VERDE,19936296-02,ACIDO ACETILSALICILICO 100MG TAB CAJ X 100 WINTHROP,258.0,0.0,ACETILSALICILICO ACIDO
GENFAR SA,CRUZ VERDE,19936296-01,ACIDO ACETILSALICILICO 100MG TAB CAJ X 30 WINTHROP,417.0,0.0,ACETILSALICILICO ACIDO
GENFAR SA,CRUZ VERDE,19936296-12,ACIDO ACETILSALICILICO 100MG TAB INST CAJ X 900 GENFAR,26.0,0.0,ACETILSALICILICO ACIDO
LABORATORIOS ECAR SA,CRUZ VERDE,35662-11,ACIDO FOLICO 1MG TAB INST CAJ X 1000 ECAR,25.0,0.0,FOLICO ACIDO
LABORATORIOS ECAR SA,CRUZ VERDE,28412-01,ACIDO FOLICO 1MG/ML SOL INY INST CAJ X 25AMP X 1ML ECAR,4431.0,0.0,FOLICO ACIDO
LABORATORIOS ECAR SA,CRUZ VERDE,32623-07,ACIDO FOLICO 5MG TAB CAJ X 20 ECAR,1036.0,0.0,FOLICO ACIDO
LABORATORIOS ECAR SA,CRUZ VERDE,32623-08,ACIDO FOLICO 5MG TAB INST CAJ X 100 ECAR,105.0,0.0,FOLICO ACIDO
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,19908845-04,ACIDO FOLICO MINI PACK 1MG TAB INST CAJ X 300 LAPROFF,29.0,0.0,FOLICO ACIDO
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,50243-03,ACIDO FUSIDICO 2% CREM TOP TUB X 15GR AMER GEN,13478.0,0.0,FUSIDICO ACIDO
GENFAR SA,CRUZ VERDE,11697-02,ACIDO FUSIDICO 2% CREM TOP INST TUB X 15GR GENFAR,5556.0,0.0,FUSIDICO ACIDO
LABORATORIOS MINTLAB SAS,CRUZ VERDE,20054634-01,ACIDO FUSIDICO 2% CREM TOP INST TUB X 15GR MEMPHIS,7520.0,0.0,FUSIDICO ACIDO
SENSOLIFE SAS,CRUZ VERDE,20021392-01,ACIDO FUSIDICO 2% CREM TOP INST TUB X 15GR PENTACOOP,4046.0,0.0,FUSIDICO ACIDO
QUIFARMA SA,CRUZ VERDE,19923975-01,ACIDO RETINOICO 0.05% CREM TOP INST POT X 30GR QUIFARMA,10643.0,0.0,TRETINOINA (RETINOICO ACIDO)
QUIFARMA SA,CRUZ VERDE,19914896-01,ACIDO RETINOICO 0.05% LOC TOP INST FCO X 60ML QUIFARMA,9538.0,0.0,TRETINOINA (RETINOICO ACIDO)
SALUS PHARMA LABS SAS,CRUZ VERDE,20072679-02,ACIDO TRANEXAMICO 500MG/5ML(100MG/ML) SOL INY INST CAJ X10,3621.0,0.0,TRANEXAMICO ACIDO
DISTRIBUIDORA SICMAFARMA SAS,CRUZ VERDE,20144754-01,ACIDO ZOLEDRONICO 5MG/100ML(0.05MG/ML) SOL INY CAJ X 1VIAL X 100ML SICMAFARMA,234354.0,0.0,ZOLEDRONICO ACIDO
NOVAMED SA,CRUZ VERDE,20009408-03,ACIDRINE 10MG TAB REC CAJ X 15,5733.0,0.0,CETIRIZINA
NOVAMED SA,CRUZ VERDE,19906943-04,ACIDRINE 10MG/ML(1%) SOL ORAL FCO X 25ML,78499.0,0.0,CETIRIZINA
NOVAMED SA,CRUZ VERDE,20002840-01,ACIDRINE 5MG/5ML(0.1%) JBE FCO X 100ML,72969.0,0.0,CETIRIZINA
NOVAMED SA,CRUZ VERDE,19907635-03,ACIDRINE D (5+10)MG/5ML(0.1+0.2)% JBE INST FCO X 60ML,45862.0,0.0,CETIRIZINA+FENILEFRINA
LABORATORIOS MINTLAB SAS,CRUZ VERDE,20168632-02,ACIFREE DOBLE ACCION (162.5+250+106.5)MG/5ML(3.25+5+2.13)% SUSP ORAL INST FCO X 360ML MENTA,20646.0,0.0,CALCIO CARBONATO+SODIO ALGINATO+SODIO BICARBONATO
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20151834-01,ACIX (600+42.9)MG/5ML(12+0.858)% POLV SUSP ORAL INST FCO X 100 ML,60864.0,0.0,AMOXICILINA+CLAVULANICO ACIDO
ALTADIS FARMACEUTICA SAS,CRUZ VERDE,20087493-01,ACIZAN 1000MG TAB REC CAJ X 30,1990.0,0.0,LEVETIRACETAM
ALTADIS FARMACEUTICA SAS,CRUZ VERDE,20087268-09,ACIZAN 500MG TAB REC CAJ X 30,778.0,0.0,LEVETIRACETAM
PHARMALAB PHL LABORATORIOS SAS,CRUZ VERDE,19959808-01,ACLASTA 5MG/100ML(0.05MG/ML) SOL INY INST FCO X 100ML,218118.0,0.0,ZOLEDRONICO ACIDO
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20108542-03,ACODEIN (325+30)MG TAB INST CAJ X 30,155.0,0.0,ACETAMINOFEN+CODEINA
MEGALABS COLOMBIA SAS,CRUZ VERDE,19933626-02,ACRYLARM 0.2% GEL OFT INST TUB X 10GR,25019.0,0.0,POLIACRILICO ACIDO
AMAREY NOVA MEDICAL SA,CRUZ VERDE,20062328-01,ACTEMRA 162MG/0.9ML(180MG/ML) SOL INY CAJ X 4JERPRELX0.9ML,768154.0,0.0,TOCILIZUMAB
AMAREY NOVA MEDICAL SA,CRUZ VERDE,20002627-01,ACTEMRA 200MG/10ML(20MG/ML) SOL INY CAJ X 1AMP,948339.0,0.0,TOCILIZUMAB
AMAREY NOVA MEDICAL SA,CRUZ VERDE,20002629-01,ACTEMRA 80MG/4ML(20MG/ML) SOL INY CAJ X 1AMP,379335.0,0.0,TOCILIZUMAB
ACTIFARMA SA,CRUZ VERDE,20018308-06,ACTILITIO 300MG TAB INST CAJ X 100 ACTIFARMA,644.0,0.0,LITIO CARBONATO
LABQUIFAR LTDA,CRUZ VERDE,20003538-01,ACTIVIRAL 5% CREM TOP INST TUB X 15GR,2449.0,0.0,ACICLOVIR
ABBVIE SAS,CRUZ VERDE,19954740-02,ACULAR LS 4MG/ML(0.4%) SOL OFT INST FCO X 5ML,34034.0,0.0,KETOROLACO
PROCAPS SA,CRUZ VERDE,20056938-01,ADELLA (2+0.03)MG TAB REC CAJ X 21,1203.0,0.0,CLORMADINONA+ETINILESTRADIOL
PROCAPS SA,CRUZ VERDE,20056938-02,ADELLA (2+0.03)MG TAB REC INST CAJ X 21,850.0,0.0,CLORMADINONA+ETINILESTRADIOL
PROCAPS SA,CRUZ VERDE,20057024-01,ADELLA MINI (2+0.02)MG TAB REC INST CAJ X 28,627.0,0.0,CLORMADINONA+ETINILESTRADIOL
BAYER SA,CRUZ VERDE,20061396-01,ADEMPAS 0.5MG TAB REC INST CAJ X 42,47598.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071182-01,ADEMPAS 1.5MG TAB REC INST CAJ X 42,139006.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071182-02,ADEMPAS 1.5MG TAB REC INST CAJ X 84,139005.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071181-01,ADEMPAS 1MG TAB REC INST CAJ X 42,76157.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071184-01,ADEMPAS 2.5MG TAB REC INST CAJ X 42,139006.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071184-02,ADEMPAS 2.5MG TAB REC INST CAJ X 84,139005.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071183-03,ADEMPAS 2MG TAB REC INST CAJ X 42,112961.0,0.0,RIOCIGUAT
BAYER SA,CRUZ VERDE,20071183-02,ADEMPAS 2MG TAB REC INST CAJ X 84,139005.0,0.0,RIOCIGUAT
SANOFI AVENTIS DE COLOMBIA SA,CRUZ VERDE,208707-01,ADENOCOR 6MG/2ML(3MG/ML) SOL INY INST CAJ X 6VIAL X 2ML,27315.0,0.0,ADENOSINA
KNOVEL PHARMA SAS,CRUZ VERDE,20058380-01,ADENOSINA 6MG/2ML(3MG/ML) SOL INY CAJ X 5AMP,19762.0,0.0,ADENOSINA
DISTRIBUIDORA SICMAFARMA SAS,CRUZ VERDE,20148959-02,ADENOTROY 6MG/2ML(3MG/ML) SOL INY CAJ X 5AMP X 2ML,20665.0,0.0,ADENOSINA
LABORATORIOS BAGO DE COLOMBIA SAS,CRUZ VERDE,20067748-01,ADIMOD 400MG TAB INST CAJ X 20,9240.0,0.0,PIDOTIMOD
LABORATORIOS BAGO DE COLOMBIA SAS,CRUZ VERDE,20067750-01,ADIMOD 400MG/7ML(5.71%) SOL ORAL INST CAJ X 10FCO X 7ML,13982.0,0.0,PIDOTIMOD
LABORATORIOS LEGRAND SA,CRUZ VERDE,20012091-01,ADIX 500MG TAB REC CAJ X 10,11599.0,0.0,LEVOFLOXACINO
LABORATORIOS LEGRAND SA,CRUZ VERDE,20029537-08,ADIX 750MG TAB REC CAJ X 5,28676.0,0.0,LEVOFLOXACINO
NOVAMED SA,CRUZ VERDE,20173837-03,ADOL PRO (325+5)MG TAB REC CAJ X 30,4604.0,0.0,ACETAMINOFEN+HIDROCODONA
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,33289-03,ADOREM 150MG/5ML(3%) JBE FCO X 120ML,15767.0,0.0,ACETAMINOFEN
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,20229168-01,ADOREM BABY 160MG/5ML(3.2%) JBE CAJ X 1FCOX60ML CARAMELO CEREZA,13612.0,0.0,ACETAMINOFEN
GRUNENTHAL COLOMBIANA SA,CRUZ VERDE,20011990-02,ADORLAN (25+25)MG TAB INST CAJ X 20,606.0,0.0,DICLOFENACO+TRAMADOL
GRUNENTHAL COLOMBIANA SA,CRUZ VERDE,20121750-03,ADORLAN FORTE (50+50)MG TAB INST CAJ X 20,2066.0,0.0,DICLOFENACO+TRAMADOL
LABORATORIOS RYAN DE COLOMBIA SAS,CRUZ VERDE,20036851-02,ADRENALINA 1MG/ML SOL INY CAJ X 100AMP X 1ML RYAN,2239.0,0.0,ADRENALINA (EPINEFRINA)
LABORATORIOS ECAR SA,CRUZ VERDE,42849-01,ADRENALINA 1MG/ML SOL INY INST CAJ X 25AMP X 1ML ECAR,2036.0,0.0,ADRENALINA (EPINEFRINA)
SALUS PHARMA LABS SAS,CRUZ VERDE,20220614-01,ADRENOLYT 40MG/ML(4%) SOL ORAL INST FCO X 20ML GOTERO,8526.0,0.0,LEVOMEPROMAZINA
ADS PHARMA SAS,CRUZ VERDE,19940783-01,ADS-NOLTRON 4MG/4ML(1MG/ML) SOL INY INST CAJ X 5AMP,2414.0,0.0,NORADRENALINA (NOREPINEFRINA)
TAKEDA COLOMBIA SAS,CRUZ VERDE,19993113-02,ADVATE 1000UI POLV INY INST CAJ X 1KIT,1226609.0,0.0,FACTOR VIII RECOMBINANTE
TAKEDA COLOMBIA SAS,CRUZ VERDE,19993114-02,ADVATE 250UI POLV INY INST CAJ X 1VIAL +DIL X 2ML,306653.0,0.0,FACTOR VIII RECOMBINANTE
TAKEDA COLOMBIA SAS,CRUZ VERDE,19993115-02,ADVATE 500UI POLV INY INST CAJ X 1VIAL+DIL,616880.0,0.0,FACTOR VIII RECOMBINANTE
HALEON COLOMBIA SAS,CRUZ VERDE,227672-05,ADVIL CHILDREN 100MG/5ML(2%) SUSP ORAL FCO X 60ML FRUTAS,22457.0,0.0,IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19928963-16,ADVIL FAST GEL 200MG CAP BLAND CAJ X 36,986.0,0.0,IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19999305-03,ADVIL GRIPA (1+10+200)MG CAP BLAND CAJ X 10,2063.0,0.0,CLORFENIRAMINA+FENILEFRINA+IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19944048-09,ADVIL MAX 400MG CAP BLAND CAJ X 10,2048.0,0.0,IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19944048-21,ADVIL MAX 400MG CAP BLAND CAJ X 100,2039.0,0.0,IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19944048-03,ADVIL MAX 400MG CAP BLAND CAJ X 16,1954.0,0.0,IBUPROFENO
HALEON COLOMBIA SAS,CRUZ VERDE,19997253-03,ADVIL ULTRA (65+200)MG CAP BLAND CAJ X10,2042.0,0.0,CAFEINA+IBUPROFENO
TAKEDA COLOMBIA SAS,CRUZ VERDE,20107757-01,ADYNOVATE 2000UI POLV INY INST CAJ X 1 VIAL + DIL X 5ML,2781000.0,0.0,FACTOR VIII RECOMBINANTE PEGILADO
TAKEDA COLOMBIA SAS,CRUZ VERDE,20107761-01,ADYNOVATE 500UI/5ML POLV INY INST CAJ X 1VIAL X 5ML,695250.0,0.0,FACTOR VIII RECOMBINANTE
AXON PHARMA SAS,CRUZ VERDE,19920537-02,AERIUS 5MG TAB REC INST CAJ X 10,7113.0,0.0,DESLORATADINA
AXON PHARMA SAS,CRUZ VERDE,19930373-07,AERIUS SIN AZUCAR NI COLOR 2.5MG/5ML(0.05%) JBE INST FCO X 60ML,56985.0,0.0,DESLORATADINA
NOVAMED SA,CRUZ VERDE,19932996-03,AEROVIAL (200+6)MCG) CAP POLV INH INST CAJ X 30,659.0,0.0,BUDESONIDA+FORMOTEROL
NOVAMED SA,CRUZ VERDE,19932996-08,AEROVIAL SIN INHALADOR (200+6)MCG) CAP POLV INH CAJ X 30,1131.0,0.0,BUDESONIDA+FORMOTEROL
NOVARTIS DE COLOMBIA SA,CRUZ VERDE,20015207-02,AFINITOR 10MG TAB INST CAJ X 30,428474.0,0.0,EVEROLIMUS
NOVARTIS DE COLOMBIA SA,CRUZ VERDE,20032740-02,AFINITOR 2.5MG TAB INST CAJ X 30,99116.0,0.0,EVEROLIMUS
NOVARTIS DE COLOMBIA SA,CRUZ VERDE,20015216-02,AFINITOR 5MG TAB INST CAJ X 30,214237.0,0.0,EVEROLIMUS
BAYER SA,CRUZ VERDE,20071537-01,AFRIN 0.05% SOL NAS F15ML 0.05% SOL NAS FCO X 15ML,29313.0,0.0,OXIMETAZOLINA
BAYER SA,CRUZ VERDE,35491-01,AFRINPED 0.25MG/ML(0.025%) SOL NAS INST FCO X 15ML,12008.0,0.0,OXIMETAZOLINA
LABORATORIOS SOPHIA DE COLOMBIA LTDA,CRUZ VERDE,19924045-02,AGGLAD OFTENO 2MG/ML SOL OFT INST FCO X 5ML,11750.0,0.0,BRIMONIDINA
ADEXA PHARMA SAS,CRUZ VERDE,20048713-03,AGRILAX (125+133.5)MG/5ML(2.5+2.67)% SUSP ORAL FCO X 360ML CEREZA,62279.0,0.0,SODIO ALGINATO+SODIO BICARBONATO
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,19954947-04,AGUA DESTILADA ESTERIL SUSTANCIA PURA SOL INY BOL X 500ML,2714.0,0.0,AGUA PARA INYECCION
CORPORACION FOMENTO ASISTENCIAL HOSPITAL UNIVERSITARIO SAN VICENTE DE,CRUZ VERDE,22501-10,AGUA DESTILADA ESTERIL SUSTANCIA PURA SOL INY BOL X 500ML CORPAUL,3297.0,0.0,AGUA PARA INYECCION
LABORATORIOS BAXTER SA,CRUZ VERDE,38321-02,AGUA ESTERIL IRRIGAC(UROMATIC) SUSTANCIA PURA SOL IRRIG BOL X 3000ML,29064.0,0.0,AGUA PARA INYECCION
CORPORACION FOMENTO ASISTENCIAL HOSPITAL UNIVERSITARIO SAN VICENTE DE,CRUZ VERDE,22501-05,AGUA ESTERIL SUSTANCIA PURA SOL INY CAJ X 50AMP X 10ML CORPAUL,785.0,0.0,AGUA PARA INYECCION
DISTRIBUIDORA SICMAFARMA SAS,CRUZ VERDE,20041806-01,AGUA ESTERIL SUSTANCIA PURA SOL INY CAJ X 50AMP X5ML SICMAFARMA,533.0,0.0,AGUA PARA INYECCION
JGB SA,CRUZ VERDE,35578-02,AGUA OXIGENADA 4% SOL TOP FCO X 120ML JGB,4889.0,0.0,HIDROGENO PEROXIDO
LA MUELA SAS,CRUZ VERDE,35578-02,AGUA OXIGENADA 4% SOL TOP FCO X 120ML LA MUELA,1677.0,0.0,HIDROGENO PEROXIDO
KEDRION DE COLOMIA SAS,CRUZ VERDE,230598-01,AIMAFIX 500UI POLV INY INST CAJ X 1VIAL + DIL X 10ML,287442.0,0.0,FACTOR IX PLASMATICO
BIOQUIFAR PHARMACEUTICA SA,CRUZ VERDE,20012191-03,AIRCYS 10MG TAB REC INST CAJ X 30,719.0,0.0,MONTELUKAST
LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,CRUZ VERDE,20044925-02,AIRFLEX 2MG TAB INST CAJ X 20,262.0,0.0,TIZANIDINA
NOVAMED SA,CRUZ VERDE,20034491-09,AIROMED 10MG TAB REC INST CAJ X 30,2344.0,0.0,MONTELUKAST
NOVAMED SA,CRUZ VERDE,20039346-08,AIROMED 4MG/SOB GRAN SUSP ORAL CAJ X 30SOB LULO,4930.0,0.0,MONTELUKAST
NOVAMED SA,CRUZ VERDE,20057955-03,AIROMED 5MG TAB MAST INST CAJ X 30 FRESA,1097.0,0.0,MONTELUKAST
NOVAMED SA,CRUZ VERDE,20057955-06,AIROMED 5MG TAB MAST INST CAJ X 90 FRESA,1098.0,0.0,MONTELUKAST
NEVOX FARMA SA,CRUZ VERDE,20131949-01,AKRIBACT 200MG/5ML(4%) POLV SUSP ORAL INST FCO X 15ML,6300.0,0.0,AZITROMICINA
AL PHARMA SAS,CRUZ VERDE,20132662-01,AL DAUNO 20MG POLV INY VIAL X 1,55791.0,0.0,DAUNORUBICINA
MEGALABS COLOMBIA SAS,CRUZ VERDE,20015007-11,ALACIR 30MG TAB LIB RET INST CAJ X 30,838.0,0.0,DULOXETINA
MEGALABS COLOMBIA SAS,CRUZ VERDE,20015009-11,ALACIR 60MG TAB LIB RET INST CAJ X 30,1053.0,0.0,DULOXETINA
PROCAPS SA,CRUZ VERDE,19966533-05,ALACTIN 0.5MG TAB INST CAJ X 4,3587.0,0.0,CABERGOLINA
PROCAPS SA,CRUZ VERDE,19966533-07,ALACTIN 0.5MG TAB INST CAJ X 8,3357.0,0.0,CABERGOLINA
PROCAPS SA,CRUZ VERDE,19987145-10,ALAP 2MG/ML(0.2%) SOL OFT INST CAJ X 25FCOX3ML GOTAS,6741.0,0.0,OLOPATADINA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19928206-01,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL FCO X 20ML AMER GEN,5499.0,0.0,ALBENDAZOL
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,230417-06,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST CAJ X 12SOBX20ML LAPROFF,986.0,0.0,ALBENDAZOL
GENFAR SA,CRUZ VERDE,33439-01,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST FCO X 20ML GENFAR,1458.0,0.0,ALBENDAZOL
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,230417-04,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST FCO X 20ML LAPROFF,1581.0,0.0,ALBENDAZOL
ANGLOPHARMA SA,CRUZ VERDE,47203-03,ALBENDAZOL 200MG TAB INST CAJ X 50,228.0,0.0,ALBENDAZOL
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19929550-04,ALBENDAZOL 200MG TAB REC CAJ X 2 AMER GEN,1094.0,0.0,ALBENDAZOL
TECNOQUIMICAS SA,CRUZ VERDE,38469-01,ALBENDAZOL 200MG TAB REC INST CAJ X 2 MK,615.0,0.0,ALBENDAZOL
SENSOLIFE SAS,CRUZ VERDE,19968545-01,ALBENDAZOL 200MG/5ML(4%) SUSP ORAL INST CAJ X 1FCOX10ML COASPHARMA,2955.0,0.0,ALBENDAZOL
PROCAPS SA,CRUZ VERDE,19942227-02,ALBISEC (33.33+166.66)MG CAP INST CAJ X 12,1702.0,0.0,ITRACONAZOL+SECNIDAZOL
PROCAPS SA,CRUZ VERDE,20063322-01,ALBISEC ONE (133.33+666.667)MG TAB REC INST CAJ X 6,6707.0,0.0,ITRACONAZOL+SECNIDAZOL
AMAREY NOVA MEDICAL SA,CRUZ VERDE,19907095-01,ALBUMINA HUMANA GRIFOLS 10GR/50ML(20%) SOL INY FCO X 50ML NOVA MEDICAL,333580.0,0.0,ALBUMINA HUMANA
LABORATORIOS ALCON DE COLOMBIA SA,CRUZ VERDE,111057-01,ALCAINE 5MG/ML(0.5%) SOL OFT INST FCO X 15ML,57512.0,0.0,PROPARACAINA
